Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
15/01/2019,20,80,80,7.53
15/01/2019,21,84,84,371.221
15/01/2019,22,80,80,129
15/01/2019,23,80,80,66.577
15/01/2019,24,80,80,9.879
15/01/2019,25,49,49,-38.515
15/01/2019,26,49,49,-86.236
15/01/2019,27,49,49,-41.593
15/01/2019,28,49,49,-46.667
15/01/2019,29,48.98,48.98,-133.568
15/01/2019,30,48.98,48.98,-314.887
15/01/2019,31,48.94,48.94,-603.998
15/01/2019,32,49,49,-8.083
15/01/2019,33,49,49,-162.409
15/01/2019,34,49,49,-97.715
15/01/2019,35,80,80,69.877
15/01/2019,36,80,80,84.432
15/01/2019,37,83,83,139.639
15/01/2019,38,49,49,-216.016
15/01/2019,39,79.5,79.5,53.341
15/01/2019,40,78,78,412.68
15/01/2019,41,73.5,73.5,62.424
15/01/2019,42,48.48,48.48,-87.004
15/01/2019,43,46,46,-209.735
15/01/2019,44,46,46,-633.358
15/01/2019,45,46.2,46.2,-607.366
15/01/2019,46,28.5,28.5,-478.609
15/01/2019,47,69.45,69.45,115.267
15/01/2019,48,17.5,17.5,-373.727
16/01/2019,1,25,25,-554.778
16/01/2019,2,47.08,47.08,-336.567
16/01/2019,3,45.09,45.09,-263.655
16/01/2019,4,46.77,46.77,-248.076
16/01/2019,5,46.21,46.21,-56.205
16/01/2019,6,68.5,68.5,80.496
16/01/2019,7,68.5,68.5,26.272
16/01/2019,8,40.15,40.15,-113.264
16/01/2019,9,43,43,-71.65
16/01/2019,10,43.25,43.25,-91.54
16/01/2019,11,69.7,69.7,103.892
16/01/2019,12,69.7,69.7,26.645
16/01/2019,13,74,74,253.825
16/01/2019,14,43.5,43.5,-383.141
16/01/2019,15,46,46,-388.085
16/01/2019,16,29,29,-219.481
16/01/2019,17,46,46,-210.041
16/01/2019,18,48.5,48.5,-103.42
16/01/2019,19,48.48,48.48,-150.265
16/01/2019,20,96,96,96.506
16/01/2019,21,32.6,32.6,147.5
16/01/2019,22,94,94,188.433
16/01/2019,23,46,46,-84.642
16/01/2019,24,48.55,48.55,-244.772
16/01/2019,25,49,49,-152.029
16/01/2019,26,75,75,106.066
16/01/2019,27,75,75,180.592
16/01/2019,28,75,75,181.092
16/01/2019,29,75,75,262.488
16/01/2019,30,87.5,87.5,326.234
16/01/2019,31,48.61,48.61,-294.427
16/01/2019,32,49.57,49.57,-18.432
16/01/2019,33,49.55,49.55,-243.514
16/01/2019,34,87.5,87.5,353.306
16/01/2019,35,87.5,87.5,626.707
16/01/2019,36,87.5,87.5,475.967
16/01/2019,37,87.5,87.5,463.087
16/01/2019,38,87.5,87.5,740.583
16/01/2019,39,87.5,87.5,641.799
16/01/2019,40,80,80,409.096
16/01/2019,41,78.44,78.44,338.06
16/01/2019,42,74.5,74.5,227.767
16/01/2019,43,74.5,74.5,113.354
16/01/2019,44,28.5,28.5,-130.948
16/01/2019,45,48.65,48.65,-10.815
16/01/2019,46,28.5,28.5,-236.203
16/01/2019,47,28.5,28.5,-288.06
16/01/2019,48,38.2,38.2,-294.63
17/01/2019,1,38.644,38.644,-385.535
17/01/2019,2,46.66,46.66,-173.785
17/01/2019,3,45.33,45.33,-171.434
17/01/2019,4,68.75,68.75,109.249
17/01/2019,5,68.9,68.9,263.525
17/01/2019,6,68.25,68.25,185.8
17/01/2019,7,40.32,40.32,-170.776
17/01/2019,8,16.5,16.5,-625.146
17/01/2019,9,45.25,45.25,-382.825
17/01/2019,10,54,54,-278.926
17/01/2019,11,44.92,44.92,-56.972
17/01/2019,12,28.5,28.5,-344.005
17/01/2019,13,46.52,46.52,-204.44
17/01/2019,14,40,40,-808.914
17/01/2019,15,49,49,-18.654
17/01/2019,16,65.53002,65.53002,402.254
17/01/2019,17,65.5,65.5,248.561
17/01/2019,18,65.5,65.5,269.094
17/01/2019,19,90,90,274.463
17/01/2019,20,68.14896,68.14896,173.205
17/01/2019,21,46.85,46.85,-405.419
17/01/2019,22,46.6,46.6,-611.034
17/01/2019,23,45,45,-596.743
17/01/2019,24,40.5,40.5,-718.553
17/01/2019,25,47,47,-456.847
17/01/2019,26,48.25,48.25,-201.174
17/01/2019,27,47,47,-628.053
17/01/2019,28,48.15,48.15,-351.436
17/01/2019,29,47.44,47.44,-349.891
17/01/2019,30,48.25,48.25,-324.393
17/01/2019,31,49.1,49.1,-556.796
17/01/2019,32,50,50,-305.68
17/01/2019,33,49.15,49.15,-566.074
17/01/2019,34,49.7,49.7,-282.592
17/01/2019,35,50,50,-161.523
17/01/2019,36,48.27,48.27,-170.099
17/01/2019,37,90.7,90.7,315.274
17/01/2019,38,87.5,87.5,31.7
17/01/2019,39,49.15,49.15,-224.228
17/01/2019,40,45.4,45.4,-377.942
17/01/2019,41,49.15,49.15,-381.64
17/01/2019,42,49,49,-417.163
17/01/2019,43,50,50,-64.202
17/01/2019,44,72.68,72.68,127.111
17/01/2019,45,72.68,72.68,88.302
17/01/2019,46,48.5,48.5,-107.709
17/01/2019,47,50,50,-19.04
17/01/2019,48,48.5,48.5,-142.039
18/01/2019,1,48.5,48.5,-62.944
18/01/2019,2,48,48,-67.177
18/01/2019,3,48.5,48.5,-68.085
18/01/2019,4,48,48,-209.276
18/01/2019,5,48.97102,48.97102,-87.236
18/01/2019,6,48,48,-199.306
18/01/2019,7,43.3,43.3,-82.033
18/01/2019,8,43.3,43.3,-282.175
18/01/2019,9,43.3,43.3,-135.767
18/01/2019,10,43.3,43.3,-368.496
18/01/2019,11,48.7,48.7,-453.544
18/01/2019,12,49.15,49.15,-333.562
18/01/2019,13,68.5,68.5,175.5
18/01/2019,14,69.99,69.99,534.298
18/01/2019,15,49.7,49.7,-87.702
18/01/2019,16,73.68,73.68,376.374
18/01/2019,17,89.99,89.99,107.097
18/01/2019,18,49.1,49.1,-253.314
18/01/2019,19,50.05,50.05,-104.985
18/01/2019,20,50.05,50.05,-105.833
18/01/2019,21,81.95,81.95,12.673
18/01/2019,22,50.05,50.05,-140.93
18/01/2019,23,49.8,49.8,-297.615
18/01/2019,24,49.15,49.15,-490.806
18/01/2019,25,49.7,49.7,-350.095
18/01/2019,26,49.7,49.7,-272.264
18/01/2019,27,61.97958,61.97958,95.483
18/01/2019,28,62.27541,62.27541,66.233
18/01/2019,29,73.75,73.75,145.043
18/01/2019,30,49.8,49.8,-14.924
18/01/2019,31,49.22,49.22,-523.064
18/01/2019,32,49.7,49.7,-336.204
18/01/2019,33,49.8,49.8,-281.283
18/01/2019,34,49.7,49.7,-380.94
18/01/2019,35,49,49,-735.183
18/01/2019,36,49,49,-1003.458
18/01/2019,37,49.41,49.41,-516.14
18/01/2019,38,49.7,49.7,-343.29
18/01/2019,39,50,50,-163.286
18/01/2019,40,73.5,73.5,138.76
18/01/2019,41,73.5,73.5,119.621
18/01/2019,42,49.41,49.41,-203.879
18/01/2019,43,49.41,49.41,-294.645
18/01/2019,44,49.41,49.41,-174.169
18/01/2019,45,72.95,72.95,243.164
18/01/2019,46,49.8,49.8,-74.055
18/01/2019,47,71,71,390.439
18/01/2019,48,70.9,70.9,569.173
19/01/2019,1,70.5,70.5,188.379
19/01/2019,2,70.9,70.9,444.092
19/01/2019,3,70.5,70.5,320.734
19/01/2019,4,48.62,48.62,-175.184
19/01/2019,5,48.11,48.11,-185.732
19/01/2019,6,48.11,48.11,-116.997
19/01/2019,7,48.65,48.65,-26.207
19/01/2019,8,67.5,67.5,0.48
19/01/2019,9,68.04,68.04,96.448
19/01/2019,10,68.04,68.04,113.781
19/01/2019,11,58.28,58.28,268.029
19/01/2019,12,69.8,69.8,405.943
19/01/2019,13,70.5,70.5,517.814
19/01/2019,14,69.9,69.9,88.214
19/01/2019,15,48.8,48.8,-23.199
19/01/2019,16,62.34,62.34,62.825
19/01/2019,17,48.8,48.8,-201.716
19/01/2019,18,49.05,49.05,-148.871
19/01/2019,19,49,49,-367.999
19/01/2019,20,49.05,49.05,-259.959
19/01/2019,21,48.2667,48.2667,-265.495
19/01/2019,22,48.8,48.8,-230.917
19/01/2019,23,49.35,49.35,-100.222
19/01/2019,24,49.35,49.35,-69.34
19/01/2019,25,50,50,-0.331
19/01/2019,26,60,60,5.635
19/01/2019,27,94,94,39.6
19/01/2019,28,50,50,-6.296
19/01/2019,29,94.74976,94.74976,78.794
19/01/2019,30,94,94,21.408
19/01/2019,31,94.95,94.95,108.622
19/01/2019,32,94.75,94.75,77.881
19/01/2019,33,49.35,49.35,-125.51
19/01/2019,34,105.85,105.85,183.587
19/01/2019,35,120.9,120.9,533.361
19/01/2019,36,120.9,120.9,476.854
19/01/2019,37,107.9,107.9,195.411
19/01/2019,38,50.15,50.15,-63.292
19/01/2019,39,107.9,107.9,147.242
19/01/2019,40,50.15,50.15,-22.614
19/01/2019,41,94,94,138.863
19/01/2019,42,48.8,48.8,-162.923
19/01/2019,43,50.05,50.05,-63.253
19/01/2019,44,72.5,72.5,72.84
19/01/2019,45,72.5,72.5,1.393
19/01/2019,46,98,98,268.007
19/01/2019,47,49.01,49.01,-78.314
19/01/2019,48,48.81,48.81,-210.203
20/01/2019,1,48.81,48.81,-152.779
20/01/2019,2,70,70,81.74
20/01/2019,3,70.58,70.58,167.108
20/01/2019,4,70,70,28.783
20/01/2019,5,70,70,120.495
20/01/2019,6,70,70,79.8
20/01/2019,7,97,97,166.593
20/01/2019,8,70,70,31.2
20/01/2019,9,48.7,48.7,-52.125
20/01/2019,10,48.7,48.7,-44.325
20/01/2019,11,48.7,48.7,-63.069
20/01/2019,12,66.8,66.8,1.755
20/01/2019,13,71.95,71.95,162.341
20/01/2019,14,71.95,71.95,61.53
20/01/2019,15,71.95,71.95,80.726
20/01/2019,16,71.95,71.95,70.16
20/01/2019,17,48.8,48.8,-180.778
20/01/2019,18,74.5,74.5,202.79
20/01/2019,19,48.7,48.7,-171.043
20/01/2019,20,48.69,48.69,-129.458
20/01/2019,21,47.5,47.5,-266.168
20/01/2019,22,47.5,47.5,-531.485
20/01/2019,23,47.5,47.5,-781.954
20/01/2019,24,47.5,47.5,-798.709
20/01/2019,25,47.5,47.5,-810.037
20/01/2019,26,48,48,-740.267
20/01/2019,27,48,48,-861.292
20/01/2019,28,48,48,-759.545
20/01/2019,29,48,48,-713.024
20/01/2019,30,48,48,-609.538
20/01/2019,31,48,48,-684.848
20/01/2019,32,49,49,-360.025
20/01/2019,33,47.7,47.7,-524.795
20/01/2019,34,98,98,79.859
20/01/2019,35,140,140,599.679
20/01/2019,36,140,140,554.15
20/01/2019,37,97,97,186.494
20/01/2019,38,50,50,-11.512
20/01/2019,39,115,115,163.567
20/01/2019,40,82.5,82.5,57.551
20/01/2019,41,82.5,82.5,135.864
20/01/2019,42,49.5,49.5,-85.617
20/01/2019,43,79.5,79.5,129.901
20/01/2019,44,49.5,49.5,-76.455
20/01/2019,45,71.95,71.95,14.385
20/01/2019,46,48.1,48.1,-264.245
20/01/2019,47,47.5,47.5,-361.031
20/01/2019,48,48,48,-281.35
21/01/2019,1,47.8,47.8,-357.252
21/01/2019,2,48.89,48.89,-159.594
21/01/2019,3,69.75,69.75,62.199
21/01/2019,4,48.89,48.89,-54.149
21/01/2019,5,48.5,48.5,-163.577
21/01/2019,6,48.5,48.5,-302.742
21/01/2019,7,48.5,48.5,-315.033
21/01/2019,8,48.51,48.51,-194.569
21/01/2019,9,48.51,48.51,-176.884
21/01/2019,10,71.95,71.95,11.053
21/01/2019,11,71.95,71.95,33.832
21/01/2019,12,50,50,-64.728
21/01/2019,13,74.7,74.7,241.164
21/01/2019,14,74.7,74.7,125.26
21/01/2019,15,83,83,146.334
21/01/2019,16,82.2,82.2,62.013
21/01/2019,17,60,60,-5.302
21/01/2019,18,80.9,80.9,115.579
21/01/2019,19,74.9,74.9,54.969
21/01/2019,20,74.9,74.9,95.762
21/01/2019,21,29.8003,29.8003,19.289
21/01/2019,22,49.5,49.5,-132.735
21/01/2019,23,97,97,162.425
21/01/2019,24,44,44,-217.306
21/01/2019,25,49,49,-123.53
21/01/2019,26,0,0,-492.936
21/01/2019,27,49.2,49.2,-295.482
21/01/2019,28,49.1,49.1,-412.465
21/01/2019,29,71.83,71.83,27.951
21/01/2019,30,67.25,67.25,47.509
21/01/2019,31,68.01,68.01,116.058
21/01/2019,32,48,48,-11.695
21/01/2019,33,32.67,32.67,5.304
21/01/2019,34,60.97,60.97,57.082
21/01/2019,35,49.2,49.2,-317.782
21/01/2019,36,48.46,48.46,-856.54
21/01/2019,37,48,48,-892.507
21/01/2019,38,48.5,48.5,-617.526
21/01/2019,39,48.48,48.48,-618.547
21/01/2019,40,49.9,49.9,-52.869
21/01/2019,41,68.33013,68.33013,179.842
21/01/2019,42,50,50,-98.358
21/01/2019,43,63.66,63.66,228.358
21/01/2019,44,60.33,60.33,24.047
21/01/2019,45,65.06,65.06,273.639
21/01/2019,46,69,69,867.336
21/01/2019,47,69,69,1031.594
21/01/2019,48,68.5,68.5,502.266
22/01/2019,1,57.49,57.49,27.051
22/01/2019,2,57.49,57.49,3.003
22/01/2019,3,47.6,47.6,-196.774
22/01/2019,4,47.5,47.5,-243.489
22/01/2019,5,68.5,68.5,117.616
22/01/2019,6,68.5,68.5,159.537
22/01/2019,7,68.5,68.5,194.662
22/01/2019,8,68.5,68.5,244.036
22/01/2019,9,68.5,68.5,171.307
22/01/2019,10,70,70,498.59
22/01/2019,11,68.9,68.9,204.972
22/01/2019,12,47.2,47.2,-263.922
22/01/2019,13,48.44231,48.44231,-48.918
22/01/2019,14,47.81,47.81,-403.328
22/01/2019,15,48.44,48.44,-401.11
22/01/2019,16,50.06,50.06,-17.149
22/01/2019,17,49.9,49.9,-145.225
22/01/2019,18,54.06063,54.06063,4.557
22/01/2019,19,52.35038,52.35038,36.165
22/01/2019,20,52.35038,52.35038,56.839
22/01/2019,21,49.2,49.2,-227.85
22/01/2019,22,49.06,49.06,-161.817
22/01/2019,23,98,98,44.871
22/01/2019,24,100,100,420.918
22/01/2019,25,139,139,405.885
22/01/2019,26,96,96,281.45
22/01/2019,27,56.85128,56.85128,44.511
22/01/2019,28,50.14,50.14,-57.826
22/01/2019,29,96,96,365.58
22/01/2019,30,96,96,458.535
22/01/2019,31,89.59156,89.59156,362.913
22/01/2019,32,79.4,79.4,280.69
22/01/2019,33,78.9,78.9,139.55
22/01/2019,34,79.4,79.4,228.552
22/01/2019,35,86.9,86.9,152.126
22/01/2019,36,98,98,541.64
22/01/2019,37,99,99,564.399
22/01/2019,38,106,106,738.99
22/01/2019,39,85,85,120.593
22/01/2019,40,96,96,285.567
22/01/2019,41,84,84,241.108
22/01/2019,42,50.94,50.94,-91.111
22/01/2019,43,83.95,83.95,170.954
22/01/2019,44,50.1,50.1,-71.241
22/01/2019,45,47.7,47.7,-267.643
22/01/2019,46,47.7,47.7,-251.535
22/01/2019,47,98,98,126.434
22/01/2019,48,100,100,202.491
23/01/2019,1,115,115,120.552
23/01/2019,2,115,115,479.919
23/01/2019,3,78,78,206.317
23/01/2019,4,68.15,68.15,13.577
23/01/2019,5,47.61,47.61,-53.125
23/01/2019,6,47.5,47.5,-303.62
23/01/2019,7,47.5,47.5,-572.058
23/01/2019,8,46.65,46.65,-711.06
23/01/2019,9,47.5,47.5,-457.192
23/01/2019,10,48.05,48.05,-262.912
23/01/2019,11,61.49,61.49,56.775
23/01/2019,12,61.49,61.49,5.22
23/01/2019,13,86,86,289.116
23/01/2019,14,93.48,93.48,118.687
23/01/2019,15,95.25,95.25,279.527
23/01/2019,16,97.96,97.96,590.561
23/01/2019,17,118.48,118.48,160.232
23/01/2019,18,118.48,118.48,155.067
23/01/2019,19,118.48,118.48,157.174
23/01/2019,20,118.48,118.48,292.784
23/01/2019,21,128.48,128.48,494.733
23/01/2019,22,128.48,128.48,363.225
23/01/2019,23,100,100,302.153
23/01/2019,24,100,100,169.72
23/01/2019,25,100,100,153.476
23/01/2019,26,100,100,78.099
23/01/2019,27,49.5,49.5,-83.996
23/01/2019,28,51.31,51.31,-13.96
23/01/2019,29,120,120,33.95
23/01/2019,30,150,150,76.955
23/01/2019,31,51.2,51.2,-252.423
23/01/2019,32,60,60,44.047
23/01/2019,33,51,51,-241.11
23/01/2019,34,52.3,52.3,-284.665
23/01/2019,35,52.2,52.2,-386.254
23/01/2019,36,48.51,48.51,-247.973
23/01/2019,37,54,54,-62.558
23/01/2019,38,54,54,-46.337
23/01/2019,39,52.3,52.3,-44.522
23/01/2019,40,95,95,139.478
23/01/2019,41,88.5,88.5,346.878
23/01/2019,42,51.3,51.3,-162.282
23/01/2019,43,49.6,49.6,-132.62
23/01/2019,44,50.25,50.25,-25.867
23/01/2019,45,50.25,50.25,-58.176
23/01/2019,46,30,30,-529.128
23/01/2019,47,50.25,50.25,-24.399
23/01/2019,48,96,96,141.683
24/01/2019,1,69,69,195.049
24/01/2019,2,70,70,452.087
24/01/2019,3,69,69,196.889
24/01/2019,4,48.15,48.15,-37.3
24/01/2019,5,48,48,-267.929
24/01/2019,6,49.05,49.05,-162.725
24/01/2019,7,50.1,50.1,-47.625
24/01/2019,8,48,48,-236.616
24/01/2019,9,68.15,68.15,82.545
24/01/2019,10,67.65,67.65,33.239
24/01/2019,11,92.26,92.26,475.524
24/01/2019,12,91.56,91.56,267.498
24/01/2019,13,97,97,372.168
24/01/2019,14,90.16,90.16,131.345
24/01/2019,15,111.24,111.24,367.859
24/01/2019,16,122.9,122.9,823.057
24/01/2019,17,116,116,462.661
24/01/2019,18,113.9,113.9,383.63
24/01/2019,19,111.24,111.24,353.277
24/01/2019,20,140,140,789.944
24/01/2019,21,155,155,1222.321
24/01/2019,22,155,155,1047.533
24/01/2019,23,195,195,825.933
24/01/2019,24,135,135,570.197
24/01/2019,25,135,135,231.069
24/01/2019,26,150,150,123.228
24/01/2019,27,150,150,59.064
24/01/2019,28,53,53,-55.152
24/01/2019,29,60.1,60.1,-9.133
24/01/2019,30,30,30,-112.961
24/01/2019,31,52.1,52.1,-356.334
24/01/2019,32,53.55,53.55,-8.088
24/01/2019,33,52.5,52.5,-232
24/01/2019,34,137.1,137.1,26.208
24/01/2019,35,54.5,54.5,-158.828
24/01/2019,36,52.5,52.5,-156.626
24/01/2019,37,53,53,-14.804
24/01/2019,38,53,53,-57.168
24/01/2019,39,0,0,-167.788
24/01/2019,40,47.35,47.35,-71.502
24/01/2019,41,82.5,82.5,38.292
24/01/2019,42,49,49,-194.409
24/01/2019,43,48.51,48.51,-226.542
24/01/2019,44,48.5,48.5,-448.687
24/01/2019,45,48.5,48.5,-272.393
24/01/2019,46,48,48,-112.315
24/01/2019,47,46.05,46.05,-303.513
24/01/2019,48,47.32,47.32,-139.908
25/01/2019,1,10,10,-320.746
25/01/2019,2,10,10,-312.27
25/01/2019,3,46.55,46.55,-199.397
25/01/2019,4,46.05,46.05,-505.75
25/01/2019,5,67.5,67.5,94.761
25/01/2019,6,47.51,47.51,-74.214
25/01/2019,7,67.5,67.5,231.526
25/01/2019,8,47.74,47.74,-15.816
25/01/2019,9,58.9,58.9,370.481
25/01/2019,10,55.19,55.19,21.996
25/01/2019,11,62.9,62.9,36.371
25/01/2019,12,48.5,48.5,-17.666
25/01/2019,13,47.74,47.74,-291.559
25/01/2019,14,49.6,49.6,-373.081
25/01/2019,15,48.2,48.2,-713.031
25/01/2019,16,50,50,-321.714
25/01/2019,17,51.3,51.3,-218.219
25/01/2019,18,52,52,-158.342
25/01/2019,19,52,52,-155.787
25/01/2019,20,48.5,48.5,-434.044
25/01/2019,21,48.2,48.2,-579.052
25/01/2019,22,48.2,48.2,-586.817
25/01/2019,23,48.2,48.2,-310.799
25/01/2019,24,47.25,47.25,-365.978
25/01/2019,25,47.25,47.25,-301.322
25/01/2019,26,46.06,46.06,-680.305
25/01/2019,27,45.5,45.5,-756.617
25/01/2019,28,45.2,45.2,-972.929
25/01/2019,29,45.5,45.5,-806.879
25/01/2019,30,46.06,46.06,-744.707
25/01/2019,31,45.45,45.45,-759.769
25/01/2019,32,44.75,44.75,-372.093
25/01/2019,33,45.2,45.2,-508.461
25/01/2019,34,48.6,48.6,-10.043
25/01/2019,35,44.51,44.51,-413.289
25/01/2019,36,44.75,44.75,-259.214
25/01/2019,37,48.5,48.5,-115.265
25/01/2019,38,46.21,46.21,-464.234
25/01/2019,39,44.2,44.2,-865.454
25/01/2019,40,44.5,44.5,-518.028
25/01/2019,41,44.75,44.75,-627.39
25/01/2019,42,30,30,-946.282
25/01/2019,43,44.51,44.51,-268.793
25/01/2019,44,44.2,44.2,-380.669
25/01/2019,45,44.25,44.25,-370.842
25/01/2019,46,25,25,-451.086
25/01/2019,47,41.1,41.1,-844.476
25/01/2019,48,42,42,-366.053
26/01/2019,1,44.8,44.8,-157.224
26/01/2019,2,67.95,67.95,106.564
26/01/2019,3,46.01,46.01,-4.891
26/01/2019,4,45.38,45.38,-356.176
26/01/2019,5,50,50,-107.43
26/01/2019,6,40.31,40.31,-195.402
26/01/2019,7,36.55,36.55,-303.238
26/01/2019,8,39.5,39.5,-548.658
26/01/2019,9,25.19,25.19,-553.442
26/01/2019,10,28.86,28.86,-496.992
26/01/2019,11,43.18,43.18,-262.942
26/01/2019,12,42.36,42.36,-147.283
26/01/2019,13,68,68,226.275
26/01/2019,14,66.9,66.9,34.1
26/01/2019,15,43.5,43.5,-189.198
26/01/2019,16,49.35,49.35,-55.651
26/01/2019,17,75,75,62.363
26/01/2019,18,46,46,-20.433
26/01/2019,19,43.51,43.51,-377.763
26/01/2019,20,44.4,44.4,-329.354
26/01/2019,21,44.5,44.5,-467.497
26/01/2019,22,44.4,44.4,-606.767
26/01/2019,23,44.4,44.4,-537.301
26/01/2019,24,44.4,44.4,-473.593
26/01/2019,25,44.5,44.5,-349.683
26/01/2019,26,44.75,44.75,-300.888
26/01/2019,27,44.45,44.45,-409.46
26/01/2019,28,44,44,-432.469
26/01/2019,29,44.1,44.1,-449.683
26/01/2019,30,44.4,44.4,-183.87
26/01/2019,31,44.4,44.4,-385.079
26/01/2019,32,48,48,-81.264
26/01/2019,33,79,79,82.132
26/01/2019,34,79,79,220.411
26/01/2019,35,83,83,513.915
26/01/2019,36,83,83,599.056
26/01/2019,37,79,79,244.694
26/01/2019,38,50,50,-4.485
26/01/2019,39,78,78,37.615
26/01/2019,40,45.1,45.1,-25.822
26/01/2019,41,43,43,-147.575
26/01/2019,42,44.5,44.5,-14.919
26/01/2019,43,44,44,-95.202
26/01/2019,44,43.51,43.51,-213.594
26/01/2019,45,43,43,-398.44
26/01/2019,46,44,44,-23.814
26/01/2019,47,33.9,33.9,-79.297
26/01/2019,48,67.45,67.45,191.74
27/01/2019,1,50,50,-246.838
27/01/2019,2,67.45,67.45,54.346
27/01/2019,3,67.45,67.45,192.223
27/01/2019,4,23.84,23.84,-227.163
27/01/2019,5,17.78,17.78,-142.583
27/01/2019,6,15.68,15.68,-195.695
27/01/2019,7,67.45,67.45,69.347
27/01/2019,8,9.5,9.5,-416.426
27/01/2019,9,9.5,9.5,-363.701
27/01/2019,10,14.4,14.4,-414.261
27/01/2019,11,45,45,-636.791
27/01/2019,12,14.54,14.54,-599.421
27/01/2019,13,14,14,-180.47
27/01/2019,14,52,52,-79.021
27/01/2019,15,67.45,67.45,60.418
27/01/2019,16,44.82,44.82,-22.605
27/01/2019,17,67.5,67.5,135.294
27/01/2019,18,67.5,67.5,196.678
27/01/2019,19,67.5,67.5,190.966
27/01/2019,20,67.5,67.5,228.563
27/01/2019,21,42.5,42.5,-11.62
27/01/2019,22,20,20,-218.848
27/01/2019,23,20,20,-348.368
27/01/2019,24,44,44,-42.233
27/01/2019,25,67.5,67.5,276.787
27/01/2019,26,67.5,67.5,319.37
27/01/2019,27,68.5,68.5,546.51
27/01/2019,28,67.25,67.25,136.88
27/01/2019,29,66.33,66.33,81.982
27/01/2019,30,52.64,52.64,-86.033
27/01/2019,31,30,30,-211.893
27/01/2019,32,30,30,-501.308
27/01/2019,33,44,44,-566.351
27/01/2019,34,81.5,81.5,252.164
27/01/2019,35,83,83,377.979
27/01/2019,36,84,84,598.429
27/01/2019,37,83.5,83.5,491.497
27/01/2019,38,83,83,299.354
27/01/2019,39,83.5,83.5,362.943
27/01/2019,40,83.5,83.5,137.336
27/01/2019,41,84,84,248.03
27/01/2019,42,83.5,83.5,209.02
27/01/2019,43,95,95,434.939
27/01/2019,44,67.5,67.5,116.569
27/01/2019,45,45.95,45.95,-27.461
27/01/2019,46,67.5,67.5,72.167
27/01/2019,47,41.7,41.7,-77.089
27/01/2019,48,66.5,66.5,52.452
28/01/2019,1,66.5,66.5,23.284
28/01/2019,2,49.29,49.29,-91.02
28/01/2019,3,66.45,66.45,133.83
28/01/2019,4,66.45,66.45,65.983
28/01/2019,5,44,44,-97.009
28/01/2019,6,66.35,66.35,12.877
28/01/2019,7,66.35,66.35,139.665
28/01/2019,8,66.35,66.35,4.078
28/01/2019,9,66.35,66.35,44.312
28/01/2019,10,44,44,-237.9
28/01/2019,11,44,44,-222.393
28/01/2019,12,48.49,48.49,-13.579
28/01/2019,13,81,81,252.941
28/01/2019,14,71.95,71.95,120.975
28/01/2019,15,140,140,460.84
28/01/2019,16,100,100,696.351
28/01/2019,17,99,99,672.923
28/01/2019,18,90,90,86.57
28/01/2019,19,90,90,25.772
28/01/2019,20,42.95,42.95,-483.816
28/01/2019,21,44.7,44.7,-701.568
28/01/2019,22,42.95,42.95,-799.982
28/01/2019,23,42.95,42.95,-696.476
28/01/2019,24,45.2,45.2,-701.872
28/01/2019,25,45.21,45.21,-506.651
28/01/2019,26,45.21,45.21,-534.422
28/01/2019,27,45.2,45.2,-570.238
28/01/2019,28,42.95,42.95,-425.904
28/01/2019,29,42.95,42.95,-211.855
28/01/2019,30,46.55,46.55,-103.737
28/01/2019,31,83.95,83.95,103.868
28/01/2019,32,84.9,84.9,87.383
28/01/2019,33,44.71,44.71,-163.672
28/01/2019,34,44.8,44.8,-475.606
28/01/2019,35,116.9,116.9,181.197
28/01/2019,36,134.88,134.88,484.837
28/01/2019,37,134.88,134.88,868.04
28/01/2019,38,132.8988,132.8988,847.529
28/01/2019,39,130.9,130.9,342.946
28/01/2019,40,50,50,-38.61
28/01/2019,41,83,83,121.062
28/01/2019,42,49,49,-28.012
28/01/2019,43,80,80,497.844
28/01/2019,44,72,72,415.992
28/01/2019,45,98,98,416.768
28/01/2019,46,48.6,48.6,-47.342
28/01/2019,47,74,74,198.359
28/01/2019,48,74,74,231.668
29/01/2019,1,68,68,175.616
29/01/2019,2,68,68,176.653
29/01/2019,3,45.5,45.5,-27.063
29/01/2019,4,48.6,48.6,-194.871
29/01/2019,5,66.3,66.3,42.437
29/01/2019,6,66.5,66.5,186.481
29/01/2019,7,66.4,66.4,70.124
29/01/2019,8,66.3,66.3,47.617
29/01/2019,9,45.06,45.06,-208.965
29/01/2019,10,44.8,44.8,-187.831
29/01/2019,11,44.8,44.8,-264.168
29/01/2019,12,40.95,40.95,-488.502
29/01/2019,13,48.6,48.6,-43.273
29/01/2019,14,45.21,45.21,-438.773
29/01/2019,15,43.55,43.55,-602.193
29/01/2019,16,48.6,48.6,-6.141
29/01/2019,17,48.6,48.6,-69.683
29/01/2019,18,70.5,70.5,0.021
29/01/2019,19,98,98,180.958
29/01/2019,20,98,98,249.633
29/01/2019,21,97,97,180.5
29/01/2019,22,90,90,6.625
29/01/2019,23,48.53558,48.53558,-294.481
29/01/2019,24,48.9,48.9,-103.171
29/01/2019,25,49.05,49.05,-57.552
29/01/2019,26,53.07305,53.07305,31.266
29/01/2019,27,89.85,89.85,134.578
29/01/2019,28,82,82,163.054
29/01/2019,29,89.85,89.85,282.891
29/01/2019,30,82,82,129.816
29/01/2019,31,49.05,49.05,-6.072
