Settlement Date,Settlement Period,Market Index Data Provider Id,Market Index Volume (MWh),Market Index Price (£/MWh)
13 February 2025,45,N2EXMIDP,0,0
13 February 2025,46,APXMIDP ,1920.95,105.55
13 February 2025,46,N2EXMIDP,0,0
13 February 2025,47,APXMIDP ,1110,101.17
13 February 2025,47,N2EXMIDP,0,0
13 February 2025,48,APXMIDP ,1082.4,99.77
13 February 2025,48,N2EXMIDP,0,0
14 February 2025,1,APXMIDP ,1191.95,98.98
14 February 2025,1,N2EXMIDP,0,0
14 February 2025,2,APXMIDP ,1113.25,107.35
14 February 2025,2,N2EXMIDP,0,0
14 February 2025,3,APXMIDP ,1309.15,102.27
14 February 2025,3,N2EXMIDP,0,0
14 February 2025,4,APXMIDP ,1358.15,98.25
14 February 2025,4,N2EXMIDP,0,0
14 February 2025,5,APXMIDP ,1931.65,99.78
14 February 2025,5,N2EXMIDP,0,0
14 February 2025,6,APXMIDP ,1836.75,90.4
14 February 2025,6,N2EXMIDP,0,0
14 February 2025,7,APXMIDP ,1841.85,100.23
14 February 2025,7,N2EXMIDP,0,0
14 February 2025,8,APXMIDP ,1792.25,95.31
14 February 2025,8,N2EXMIDP,0,0
14 February 2025,9,APXMIDP ,1899.5,92.5
14 February 2025,9,N2EXMIDP,0,0
14 February 2025,10,APXMIDP ,1666.6,93.42
14 February 2025,10,N2EXMIDP,0,0
14 February 2025,11,APXMIDP ,1261.2,102.45
14 February 2025,11,N2EXMIDP,0,0
14 February 2025,12,APXMIDP ,1530.1,93.94
14 February 2025,12,N2EXMIDP,0,0
14 February 2025,13,APXMIDP ,2080.45,106.82
14 February 2025,13,N2EXMIDP,0,0
14 February 2025,14,APXMIDP ,2074.5,105.64
14 February 2025,14,N2EXMIDP,0,0
14 February 2025,15,APXMIDP ,2680.75,126.85
14 February 2025,15,N2EXMIDP,0,0
14 February 2025,16,APXMIDP ,2504.55,131.7
14 February 2025,16,N2EXMIDP,0,0
14 February 2025,17,APXMIDP ,2324.3,113.6
14 February 2025,17,N2EXMIDP,0,0
14 February 2025,18,APXMIDP ,2484.8,117.86
14 February 2025,18,N2EXMIDP,0,0
14 February 2025,19,APXMIDP ,2499.3,103.51
14 February 2025,19,N2EXMIDP,0,0
14 February 2025,20,APXMIDP ,2534.1,100.67
14 February 2025,20,N2EXMIDP,0,0
14 February 2025,21,APXMIDP ,2808.4,106.57
14 February 2025,21,N2EXMIDP,0,0
14 February 2025,22,APXMIDP ,2888.35,99.33
14 February 2025,22,N2EXMIDP,0,0
14 February 2025,23,APXMIDP ,4563.8,96.66
14 February 2025,23,N2EXMIDP,0,0
14 February 2025,24,APXMIDP ,4385,97.57
14 February 2025,24,N2EXMIDP,0,0
14 February 2025,25,APXMIDP ,4318.5,99.57
14 February 2025,25,N2EXMIDP,0,0
14 February 2025,26,APXMIDP ,4941.55,98.96
14 February 2025,26,N2EXMIDP,0,0
14 February 2025,27,APXMIDP ,3232.35,95.99
14 February 2025,27,N2EXMIDP,0,0
14 February 2025,28,APXMIDP ,3289.25,97.86
14 February 2025,28,N2EXMIDP,0,0
14 February 2025,29,APXMIDP ,3079.2,99.68
14 February 2025,29,N2EXMIDP,0,0
14 February 2025,30,APXMIDP ,3177.1,98.5
14 February 2025,30,N2EXMIDP,0,0
14 February 2025,31,APXMIDP ,2795,106.53
14 February 2025,31,N2EXMIDP,0,0
14 February 2025,32,APXMIDP ,3397.15,108.03
14 February 2025,32,N2EXMIDP,0,0
14 February 2025,33,APXMIDP ,3114.65,118.36
14 February 2025,33,N2EXMIDP,0,0
14 February 2025,34,APXMIDP ,3729.8,130.8
14 February 2025,34,N2EXMIDP,0,0
14 February 2025,35,APXMIDP ,3840.9,134.91
14 February 2025,35,N2EXMIDP,0,0
14 February 2025,36,APXMIDP ,3976.25,134.51
14 February 2025,36,N2EXMIDP,0,0
14 February 2025,37,APXMIDP ,3893.55,131.19
14 February 2025,37,N2EXMIDP,0,0
14 February 2025,38,APXMIDP ,4143.65,135.24
14 February 2025,38,N2EXMIDP,0,0
14 February 2025,39,APXMIDP ,3409.2,118.64
14 February 2025,39,N2EXMIDP,0,0
14 February 2025,40,APXMIDP ,3228.7,114.12
14 February 2025,40,N2EXMIDP,0,0
14 February 2025,41,APXMIDP ,2993.7,119.14
14 February 2025,41,N2EXMIDP,0,0
14 February 2025,42,APXMIDP ,3415.5,116.85
14 February 2025,42,N2EXMIDP,0,0
14 February 2025,43,APXMIDP ,3113.15,110.1
14 February 2025,43,N2EXMIDP,0,0
14 February 2025,44,APXMIDP ,3564.95,113.24
14 February 2025,44,N2EXMIDP,0,0
14 February 2025,45,APXMIDP ,3192.4,109.71
14 February 2025,45,N2EXMIDP,0,0
14 February 2025,46,APXMIDP ,2861.1,104.33
14 February 2025,46,N2EXMIDP,0,0
14 February 2025,47,APXMIDP ,1432.6,116.54
14 February 2025,47,N2EXMIDP,0,0
14 February 2025,48,APXMIDP ,1522.95,110.44
14 February 2025,48,N2EXMIDP,0,0
15 February 2025,1,APXMIDP ,1796.35,99.64
15 February 2025,1,N2EXMIDP,0,0
15 February 2025,2,APXMIDP ,2004.5,104.94
15 February 2025,2,N2EXMIDP,0,0
15 February 2025,3,APXMIDP ,1748.1,101.4
15 February 2025,3,N2EXMIDP,0,0
15 February 2025,4,APXMIDP ,1555.7,99.09
15 February 2025,4,N2EXMIDP,0,0
15 February 2025,5,APXMIDP ,1521.55,99.47
15 February 2025,5,N2EXMIDP,0,0
15 February 2025,6,APXMIDP ,1676.2,99.05
15 February 2025,6,N2EXMIDP,0,0
15 February 2025,7,APXMIDP ,1581.8,97.26
15 February 2025,7,N2EXMIDP,0,0
15 February 2025,8,APXMIDP ,1470.55,98.83
15 February 2025,8,N2EXMIDP,0,0
15 February 2025,9,APXMIDP ,1291.25,103.11
15 February 2025,9,N2EXMIDP,0,0
15 February 2025,10,APXMIDP ,1684.1,110.62
15 February 2025,10,N2EXMIDP,0,0
15 February 2025,11,APXMIDP ,1517.3,119.04
15 February 2025,11,N2EXMIDP,0,0
15 February 2025,12,APXMIDP ,1206.4,116.9
15 February 2025,12,N2EXMIDP,0,0
15 February 2025,13,APXMIDP ,1491.5,127.68
15 February 2025,13,N2EXMIDP,0,0
15 February 2025,14,APXMIDP ,1480.95,131.07
15 February 2025,14,N2EXMIDP,0,0
15 February 2025,15,APXMIDP ,1848.15,129.94
15 February 2025,15,N2EXMIDP,0,0
15 February 2025,16,APXMIDP ,2106.55,133.6
15 February 2025,16,N2EXMIDP,0,0
15 February 2025,17,APXMIDP ,1724.15,126.61
15 February 2025,17,N2EXMIDP,0,0
15 February 2025,18,APXMIDP ,1784,138.48
15 February 2025,18,N2EXMIDP,0,0
15 February 2025,19,APXMIDP ,2077.85,125.78
15 February 2025,19,N2EXMIDP,0,0
15 February 2025,20,APXMIDP ,1994.95,128.49
15 February 2025,20,N2EXMIDP,0,0
15 February 2025,21,APXMIDP ,2034.15,121.29
15 February 2025,21,N2EXMIDP,0,0
15 February 2025,22,APXMIDP ,2260.5,118.56
15 February 2025,22,N2EXMIDP,0,0
15 February 2025,23,APXMIDP ,2373.2,109.78
15 February 2025,23,N2EXMIDP,0,0
15 February 2025,24,APXMIDP ,2142.5,108.28
15 February 2025,24,N2EXMIDP,0,0
15 February 2025,25,APXMIDP ,2104,108.03
15 February 2025,25,N2EXMIDP,0,0
15 February 2025,26,APXMIDP ,1967.55,107.66
15 February 2025,26,N2EXMIDP,0,0
15 February 2025,27,APXMIDP ,2539.15,112.11
15 February 2025,27,N2EXMIDP,0,0
15 February 2025,28,APXMIDP ,2350.3,111.7
15 February 2025,28,N2EXMIDP,0,0
15 February 2025,29,APXMIDP ,2563.55,112.03
15 February 2025,29,N2EXMIDP,0,0
15 February 2025,30,APXMIDP ,2724.6,109.27
15 February 2025,30,N2EXMIDP,0,0
15 February 2025,31,APXMIDP ,1628.8,115.81
15 February 2025,31,N2EXMIDP,0,0
15 February 2025,32,APXMIDP ,1776.8,108.7
15 February 2025,32,N2EXMIDP,0,0
15 February 2025,33,APXMIDP ,1830.9,112.61
15 February 2025,33,N2EXMIDP,0,0
15 February 2025,34,APXMIDP ,1573.35,122.05
15 February 2025,34,N2EXMIDP,0,0
15 February 2025,35,APXMIDP ,1801,134.09
15 February 2025,35,N2EXMIDP,0,0
15 February 2025,36,APXMIDP ,2111.65,134.98
15 February 2025,36,N2EXMIDP,0,0
15 February 2025,37,APXMIDP ,1857.7,137.91
15 February 2025,37,N2EXMIDP,0,0
15 February 2025,38,APXMIDP ,2081.75,138.04
15 February 2025,38,N2EXMIDP,0,0
15 February 2025,39,APXMIDP ,2069.2,132.61
15 February 2025,39,N2EXMIDP,0,0
15 February 2025,40,APXMIDP ,1580.8,121.09
15 February 2025,40,N2EXMIDP,0,0
15 February 2025,41,APXMIDP ,1794.45,119.46
15 February 2025,41,N2EXMIDP,0,0
15 February 2025,42,APXMIDP ,1712.8,117.41
15 February 2025,42,N2EXMIDP,0,0
15 February 2025,43,APXMIDP ,2167.15,112.35
15 February 2025,43,N2EXMIDP,0,0
15 February 2025,44,APXMIDP ,2570.45,108.84
15 February 2025,44,N2EXMIDP,0,0
15 February 2025,45,APXMIDP ,2854.8,111.92
15 February 2025,45,N2EXMIDP,0,0
15 February 2025,46,APXMIDP ,3161.35,115.71
15 February 2025,46,N2EXMIDP,0,0
15 February 2025,47,APXMIDP ,1052.2,103.97
15 February 2025,47,N2EXMIDP,0,0
15 February 2025,48,APXMIDP ,1180.75,110.11
15 February 2025,48,N2EXMIDP,0,0
16 February 2025,1,APXMIDP ,1209.9,106.12
16 February 2025,1,N2EXMIDP,0,0
16 February 2025,2,APXMIDP ,1101.45,112.85
16 February 2025,2,N2EXMIDP,0,0
16 February 2025,3,APXMIDP ,1394.5,94.23
16 February 2025,3,N2EXMIDP,0,0
16 February 2025,4,APXMIDP ,1553.15,98.77
16 February 2025,4,N2EXMIDP,0,0
16 February 2025,5,APXMIDP ,1348,106.1
16 February 2025,5,N2EXMIDP,0,0
16 February 2025,6,APXMIDP ,1510.65,95.68
16 February 2025,6,N2EXMIDP,0,0
16 February 2025,7,APXMIDP ,1456,90.74
16 February 2025,7,N2EXMIDP,0,0
16 February 2025,8,APXMIDP ,1631.35,89.26
16 February 2025,8,N2EXMIDP,0,0
16 February 2025,9,APXMIDP ,1659.1,94.89
16 February 2025,9,N2EXMIDP,0,0
16 February 2025,10,APXMIDP ,1636.05,92.52
16 February 2025,10,N2EXMIDP,0,0
16 February 2025,11,APXMIDP ,1428.6,93.4
16 February 2025,11,N2EXMIDP,0,0
16 February 2025,12,APXMIDP ,1519.7,96.22
16 February 2025,12,N2EXMIDP,0,0
16 February 2025,13,APXMIDP ,1584.5,99.37
16 February 2025,13,N2EXMIDP,0,0
16 February 2025,14,APXMIDP ,1463.75,95.22
16 February 2025,14,N2EXMIDP,0,0
16 February 2025,15,APXMIDP ,1458.1,97.22
16 February 2025,15,N2EXMIDP,0,0
16 February 2025,16,APXMIDP ,1905,96.88
16 February 2025,16,N2EXMIDP,0,0
16 February 2025,17,APXMIDP ,1560.7,94.25
16 February 2025,17,N2EXMIDP,0,0
16 February 2025,18,APXMIDP ,2026.8,102.27
16 February 2025,18,N2EXMIDP,0,0
16 February 2025,19,APXMIDP ,2392.35,77.77
16 February 2025,19,N2EXMIDP,0,0
16 February 2025,20,APXMIDP ,2231.35,91.7
16 February 2025,20,N2EXMIDP,0,0
16 February 2025,21,APXMIDP ,2266.65,83.62
16 February 2025,21,N2EXMIDP,0,0
16 February 2025,22,APXMIDP ,2782.85,80.26
16 February 2025,22,N2EXMIDP,0,0
16 February 2025,23,APXMIDP ,2513.65,81.35
16 February 2025,23,N2EXMIDP,0,0
16 February 2025,24,APXMIDP ,2450.9,83.95
16 February 2025,24,N2EXMIDP,0,0
16 February 2025,25,APXMIDP ,2786.3,88.1
16 February 2025,25,N2EXMIDP,0,0
16 February 2025,26,APXMIDP ,3011.8,86.48
16 February 2025,26,N2EXMIDP,0,0
16 February 2025,27,APXMIDP ,2867.4,90.33
16 February 2025,27,N2EXMIDP,0,0
16 February 2025,28,APXMIDP ,2859.9,90.1
16 February 2025,28,N2EXMIDP,0,0
16 February 2025,29,APXMIDP ,3408.85,91.73
16 February 2025,29,N2EXMIDP,0,0
16 February 2025,30,APXMIDP ,2829.35,89.68
16 February 2025,30,N2EXMIDP,0,0
16 February 2025,31,APXMIDP ,1949.6,99.54
16 February 2025,31,N2EXMIDP,0,0
16 February 2025,32,APXMIDP ,1928.5,91.73
16 February 2025,32,N2EXMIDP,0,0
16 February 2025,33,APXMIDP ,1966.15,99.06
16 February 2025,33,N2EXMIDP,0,0
16 February 2025,34,APXMIDP ,2222.9,106.14
16 February 2025,34,N2EXMIDP,0,0
16 February 2025,35,APXMIDP ,2475.25,120.23
16 February 2025,35,N2EXMIDP,0,0
16 February 2025,36,APXMIDP ,2479.8,129.61
16 February 2025,36,N2EXMIDP,0,0
16 February 2025,37,APXMIDP ,3039.55,134.37
16 February 2025,37,N2EXMIDP,0,0
16 February 2025,38,APXMIDP ,2610.3,128.41
16 February 2025,38,N2EXMIDP,0,0
16 February 2025,39,APXMIDP ,2262.75,122.98
16 February 2025,39,N2EXMIDP,0,0
16 February 2025,40,APXMIDP ,2120.65,111.11
16 February 2025,40,N2EXMIDP,0,0
16 February 2025,41,APXMIDP ,2304.6,116.02
16 February 2025,41,N2EXMIDP,0,0
16 February 2025,42,APXMIDP ,2411.9,102.66
16 February 2025,42,N2EXMIDP,0,0
16 February 2025,43,APXMIDP ,2224.8,100.48
16 February 2025,43,N2EXMIDP,0,0
16 February 2025,44,APXMIDP ,2167.65,102.27
16 February 2025,44,N2EXMIDP,0,0
16 February 2025,45,APXMIDP ,2290.6,102.82
16 February 2025,45,N2EXMIDP,0,0
16 February 2025,46,APXMIDP ,2278.25,97.59
16 February 2025,46,N2EXMIDP,0,0
16 February 2025,47,APXMIDP ,1739.05,111.47
16 February 2025,47,N2EXMIDP,0,0
16 February 2025,48,APXMIDP ,1875.3,106.96
16 February 2025,48,N2EXMIDP,0,0
17 February 2025,1,APXMIDP ,1719.1,97.92
17 February 2025,1,N2EXMIDP,0,0
17 February 2025,2,APXMIDP ,1538.6,104.16
17 February 2025,2,N2EXMIDP,0,0
17 February 2025,3,APXMIDP ,1608.45,93.48
17 February 2025,3,N2EXMIDP,0,0
17 February 2025,4,APXMIDP ,1788.7,92.8
17 February 2025,4,N2EXMIDP,0,0
17 February 2025,5,APXMIDP ,1807.55,94.85
17 February 2025,5,N2EXMIDP,0,0
17 February 2025,6,APXMIDP ,1568.75,94.7
17 February 2025,6,N2EXMIDP,0,0
17 February 2025,7,APXMIDP ,1679,92.69
17 February 2025,7,N2EXMIDP,0,0
17 February 2025,8,APXMIDP ,1638.95,92.66
17 February 2025,8,N2EXMIDP,0,0
17 February 2025,9,APXMIDP ,1664.05,94.12
17 February 2025,9,N2EXMIDP,0,0
17 February 2025,10,APXMIDP ,2005.25,89.53
17 February 2025,10,N2EXMIDP,0,0
17 February 2025,11,APXMIDP ,2290.6,97.21
17 February 2025,11,N2EXMIDP,0,0
17 February 2025,12,APXMIDP ,2685.6,75.99
17 February 2025,12,N2EXMIDP,0,0
17 February 2025,13,APXMIDP ,1923.8,101.28
17 February 2025,13,N2EXMIDP,0,0
17 February 2025,14,APXMIDP ,2089.15,107.1
17 February 2025,14,N2EXMIDP,0,0
17 February 2025,15,APXMIDP ,2409.25,114.34
17 February 2025,15,N2EXMIDP,0,0
17 February 2025,16,APXMIDP ,2412.5,120.56
17 February 2025,16,N2EXMIDP,0,0
17 February 2025,17,APXMIDP ,2771.35,105.16
17 February 2025,17,N2EXMIDP,0,0
17 February 2025,18,APXMIDP ,2911.35,124.59
17 February 2025,18,N2EXMIDP,0,0
17 February 2025,19,APXMIDP ,2814.2,109.74
17 February 2025,19,N2EXMIDP,0,0
17 February 2025,20,APXMIDP ,3008.45,110.03
17 February 2025,20,N2EXMIDP,0,0
17 February 2025,21,APXMIDP ,3144.65,97.2
17 February 2025,21,N2EXMIDP,0,0
17 February 2025,22,APXMIDP ,3724.55,97.22
17 February 2025,22,N2EXMIDP,0,0
17 February 2025,23,APXMIDP ,4191.9,94.85
17 February 2025,23,N2EXMIDP,0,0
17 February 2025,24,APXMIDP ,4107.1,94.04
17 February 2025,24,N2EXMIDP,0,0
17 February 2025,25,APXMIDP ,4055.85,93.74
17 February 2025,25,N2EXMIDP,0,0
17 February 2025,26,APXMIDP ,4163.75,94.38
17 February 2025,26,N2EXMIDP,0,0
17 February 2025,27,APXMIDP ,4895.55,94.12
17 February 2025,27,N2EXMIDP,0,0
17 February 2025,28,APXMIDP ,4773.35,92.99
17 February 2025,28,N2EXMIDP,0,0
17 February 2025,29,APXMIDP ,4009.45,99.12
17 February 2025,29,N2EXMIDP,0,0
17 February 2025,30,APXMIDP ,4097.8,98.08
17 February 2025,30,N2EXMIDP,0,0
17 February 2025,31,APXMIDP ,2301.25,114.78
17 February 2025,31,N2EXMIDP,0,0
17 February 2025,32,APXMIDP ,2250.75,109.46
17 February 2025,32,N2EXMIDP,0,0
17 February 2025,33,APXMIDP ,2887.55,113.15
17 February 2025,33,N2EXMIDP,0,0
17 February 2025,34,APXMIDP ,2681.9,121.08
17 February 2025,34,N2EXMIDP,0,0
17 February 2025,35,APXMIDP ,2890.6,143.68
17 February 2025,35,N2EXMIDP,0,0
17 February 2025,36,APXMIDP ,2922.25,150.06
17 February 2025,36,N2EXMIDP,0,0
17 February 2025,37,APXMIDP ,2706.95,146.6
17 February 2025,37,N2EXMIDP,0,0
17 February 2025,38,APXMIDP ,2810.55,143.07
17 February 2025,38,N2EXMIDP,0,0
17 February 2025,39,APXMIDP ,2553.25,134.62
17 February 2025,39,N2EXMIDP,0,0
17 February 2025,40,APXMIDP ,2370.3,123.59
17 February 2025,40,N2EXMIDP,0,0
17 February 2025,41,APXMIDP ,2212.75,112.92
17 February 2025,41,N2EXMIDP,0,0
17 February 2025,42,APXMIDP ,2282.95,105.68
17 February 2025,42,N2EXMIDP,0,0
17 February 2025,43,APXMIDP ,2077.1,101.27
17 February 2025,43,N2EXMIDP,0,0
17 February 2025,44,APXMIDP ,2234.25,113.14
17 February 2025,44,N2EXMIDP,0,0
17 February 2025,45,APXMIDP ,1839.85,110.58
17 February 2025,45,N2EXMIDP,0,0
17 February 2025,46,APXMIDP ,2400.2,108.66
17 February 2025,46,N2EXMIDP,0,0
17 February 2025,47,APXMIDP ,1558.65,110.13
17 February 2025,47,N2EXMIDP,0,0
17 February 2025,48,APXMIDP ,1513.95,106.73
17 February 2025,48,N2EXMIDP,0,0
18 February 2025,1,APXMIDP ,1587.95,99.87
18 February 2025,1,N2EXMIDP,0,0
18 February 2025,2,APXMIDP ,1721.1,103.12
18 February 2025,2,N2EXMIDP,0,0
18 February 2025,3,APXMIDP ,1554.1,91.07
18 February 2025,3,N2EXMIDP,0,0
18 February 2025,4,APXMIDP ,2452.1,79.44
18 February 2025,4,N2EXMIDP,0,0
18 February 2025,5,APXMIDP ,2438.35,70.11
18 February 2025,5,N2EXMIDP,0,0
18 February 2025,6,APXMIDP ,2635.7,83.09
18 February 2025,6,N2EXMIDP,0,0
18 February 2025,7,APXMIDP ,2499,89.2
18 February 2025,7,N2EXMIDP,0,0
18 February 2025,8,APXMIDP ,2670.55,88.92
18 February 2025,8,N2EXMIDP,0,0
18 February 2025,9,APXMIDP ,2095.7,84.71
18 February 2025,9,N2EXMIDP,0,0
18 February 2025,10,APXMIDP ,2599.7,80.47
18 February 2025,10,N2EXMIDP,0,0
18 February 2025,11,APXMIDP ,2053.7,100.12
18 February 2025,11,N2EXMIDP,0,0
18 February 2025,12,APXMIDP ,2125.5,94.39
18 February 2025,12,N2EXMIDP,0,0
18 February 2025,13,APXMIDP ,1690.9,127.53
18 February 2025,13,N2EXMIDP,0,0
18 February 2025,14,APXMIDP ,2108.45,140.32
18 February 2025,14,N2EXMIDP,0,0
18 February 2025,15,APXMIDP ,2219.7,149.07
18 February 2025,15,N2EXMIDP,0,0
18 February 2025,16,APXMIDP ,2395.45,151.09
18 February 2025,16,N2EXMIDP,0,0
18 February 2025,17,APXMIDP ,2298.55,117.6
18 February 2025,17,N2EXMIDP,0,0
18 February 2025,18,APXMIDP ,2502,119.56
18 February 2025,18,N2EXMIDP,0,0
18 February 2025,19,APXMIDP ,2311.3,105.67
18 February 2025,19,N2EXMIDP,0,0
18 February 2025,20,APXMIDP ,2351.85,107.57
18 February 2025,20,N2EXMIDP,0,0
18 February 2025,21,APXMIDP ,2605.2,90.25
18 February 2025,21,N2EXMIDP,0,0
18 February 2025,22,APXMIDP ,2719.9,89.16
18 February 2025,22,N2EXMIDP,0,0
18 February 2025,23,APXMIDP ,3107.4,84.78
18 February 2025,23,N2EXMIDP,0,0
18 February 2025,24,APXMIDP ,3168.4,81.15
18 February 2025,24,N2EXMIDP,0,0
18 February 2025,25,APXMIDP ,3669.65,80.82
18 February 2025,25,N2EXMIDP,0,0
18 February 2025,26,APXMIDP ,3665.55,82.45
18 February 2025,26,N2EXMIDP,0,0
18 February 2025,27,APXMIDP ,3693.8,82.76
18 February 2025,27,N2EXMIDP,0,0
18 February 2025,28,APXMIDP ,3197.3,82.73
18 February 2025,28,N2EXMIDP,0,0
18 February 2025,29,APXMIDP ,2992.25,85.81
18 February 2025,29,N2EXMIDP,0,0
18 February 2025,30,APXMIDP ,3380.55,85.55
18 February 2025,30,N2EXMIDP,0,0
18 February 2025,31,APXMIDP ,2120.5,99.67
18 February 2025,31,N2EXMIDP,0,0
18 February 2025,32,APXMIDP ,2511.4,99.63
18 February 2025,32,N2EXMIDP,0,0
18 February 2025,33,APXMIDP ,2136.25,120.87
18 February 2025,33,N2EXMIDP,0,0
18 February 2025,34,APXMIDP ,2620.3,121.59
18 February 2025,34,N2EXMIDP,0,0
18 February 2025,35,APXMIDP ,2613.2,123.42
18 February 2025,35,N2EXMIDP,0,0
18 February 2025,36,APXMIDP ,2940.5,128.58
18 February 2025,36,N2EXMIDP,0,0
18 February 2025,37,APXMIDP ,2840.6,123.26
18 February 2025,37,N2EXMIDP,0,0
18 February 2025,38,APXMIDP ,2830.15,117.72
18 February 2025,38,N2EXMIDP,0,0
18 February 2025,39,APXMIDP ,1822.4,108.49
18 February 2025,39,N2EXMIDP,0,0
18 February 2025,40,APXMIDP ,1421,103.64
18 February 2025,40,N2EXMIDP,0,0
18 February 2025,41,APXMIDP ,1746.1,99.08
18 February 2025,41,N2EXMIDP,0,0
18 February 2025,42,APXMIDP ,1756.35,97.16
18 February 2025,42,N2EXMIDP,0,0
18 February 2025,43,APXMIDP ,1955.85,100.74
18 February 2025,43,N2EXMIDP,0,0
18 February 2025,44,APXMIDP ,1957.5,94.11
18 February 2025,44,N2EXMIDP,0,0
18 February 2025,45,APXMIDP ,1924.65,94.9
18 February 2025,45,N2EXMIDP,0,0
18 February 2025,46,APXMIDP ,2442.9,92.87
18 February 2025,46,N2EXMIDP,0,0
18 February 2025,47,APXMIDP ,1063.6,73.05
18 February 2025,47,N2EXMIDP,0,0
18 February 2025,48,APXMIDP ,1633.5,63.65
18 February 2025,48,N2EXMIDP,0,0
19 February 2025,1,APXMIDP ,2241.3,57.89
19 February 2025,1,N2EXMIDP,0,0
19 February 2025,2,APXMIDP ,1871.95,80.16
19 February 2025,2,N2EXMIDP,0,0
19 February 2025,3,APXMIDP ,1959.85,84.58
19 February 2025,3,N2EXMIDP,0,0
19 February 2025,4,APXMIDP ,2021.55,76.52
19 February 2025,4,N2EXMIDP,0,0
19 February 2025,5,APXMIDP ,2045.05,69.22
19 February 2025,5,N2EXMIDP,0,0
19 February 2025,6,APXMIDP ,2226.65,74.78
19 February 2025,6,N2EXMIDP,0,0
19 February 2025,7,APXMIDP ,2072.35,78.6
19 February 2025,7,N2EXMIDP,0,0
19 February 2025,8,APXMIDP ,1893.5,72.04
19 February 2025,8,N2EXMIDP,0,0
19 February 2025,9,APXMIDP ,1803.05,76.48
19 February 2025,9,N2EXMIDP,0,0
19 February 2025,10,APXMIDP ,2113.6,71.05
19 February 2025,10,N2EXMIDP,0,0
19 February 2025,11,APXMIDP ,2165.3,90.15
19 February 2025,11,N2EXMIDP,0,0
19 February 2025,12,APXMIDP ,2119,86.92
19 February 2025,12,N2EXMIDP,0,0
19 February 2025,13,APXMIDP ,2722.05,100.05
19 February 2025,13,N2EXMIDP,0,0
19 February 2025,14,APXMIDP ,2614.85,114.79
19 February 2025,14,N2EXMIDP,0,0
19 February 2025,15,APXMIDP ,3938.1,104.57
19 February 2025,15,N2EXMIDP,0,0
19 February 2025,16,APXMIDP ,3740.15,117.78
19 February 2025,16,N2EXMIDP,0,0
19 February 2025,17,APXMIDP ,3119.1,105.26
19 February 2025,17,N2EXMIDP,0,0
19 February 2025,18,APXMIDP ,3538.4,116.09
19 February 2025,18,N2EXMIDP,0,0
19 February 2025,19,APXMIDP ,3340.2,107.09
19 February 2025,19,N2EXMIDP,0,0
19 February 2025,20,APXMIDP ,3106.75,105.76
19 February 2025,20,N2EXMIDP,0,0
19 February 2025,21,APXMIDP ,3356.1,101.89
19 February 2025,21,N2EXMIDP,0,0
19 February 2025,22,APXMIDP ,3526.2,101.13
19 February 2025,22,N2EXMIDP,0,0
19 February 2025,23,APXMIDP ,3349.1,97.82
19 February 2025,23,N2EXMIDP,0,0
19 February 2025,24,APXMIDP ,3352,104.48
19 February 2025,24,N2EXMIDP,0,0
19 February 2025,25,APXMIDP ,3240.55,109.42
19 February 2025,25,N2EXMIDP,0,0
19 February 2025,26,APXMIDP ,3154.4,109.6
19 February 2025,26,N2EXMIDP,0,0
19 February 2025,27,APXMIDP ,3799.75,114.38
19 February 2025,27,N2EXMIDP,0,0
19 February 2025,28,APXMIDP ,3600.35,111.79
19 February 2025,28,N2EXMIDP,0,0
19 February 2025,29,APXMIDP ,4384.15,112.09
19 February 2025,29,N2EXMIDP,0,0
19 February 2025,30,APXMIDP ,4581.3,105.56
19 February 2025,30,N2EXMIDP,0,0
19 February 2025,31,APXMIDP ,4079.9,117.55
19 February 2025,31,N2EXMIDP,0,0
19 February 2025,32,APXMIDP ,4479.95,116.69
19 February 2025,32,N2EXMIDP,0,0
19 February 2025,33,APXMIDP ,4053.85,124.66
19 February 2025,33,N2EXMIDP,0,0
19 February 2025,34,APXMIDP ,4301.65,122.85
19 February 2025,34,N2EXMIDP,0,0
19 February 2025,35,APXMIDP ,3747.75,130.87
19 February 2025,35,N2EXMIDP,0,0
19 February 2025,36,APXMIDP ,3659.9,133.49
19 February 2025,36,N2EXMIDP,0,0
19 February 2025,37,APXMIDP ,3801.1,135.29
19 February 2025,37,N2EXMIDP,0,0
19 February 2025,38,APXMIDP ,3688.95,134.91
19 February 2025,38,N2EXMIDP,0,0
19 February 2025,39,APXMIDP ,3744.65,114.35
19 February 2025,39,N2EXMIDP,0,0
19 February 2025,40,APXMIDP ,3924.35,102.02
19 February 2025,40,N2EXMIDP,0,0
19 February 2025,41,APXMIDP ,3780.45,102.86
19 February 2025,41,N2EXMIDP,0,0
19 February 2025,42,APXMIDP ,3326.6,100.83
19 February 2025,42,N2EXMIDP,0,0
19 February 2025,43,APXMIDP ,2576.45,96.94
19 February 2025,43,N2EXMIDP,0,0
19 February 2025,44,APXMIDP ,2432.6,98.26
19 February 2025,44,N2EXMIDP,0,0
19 February 2025,45,APXMIDP ,2108.3,100.28
19 February 2025,45,N2EXMIDP,0,0
19 February 2025,46,APXMIDP ,2454.2,92.03
19 February 2025,46,N2EXMIDP,0,0
19 February 2025,47,APXMIDP ,1270.85,68.79
19 February 2025,47,N2EXMIDP,0,0
19 February 2025,48,APXMIDP ,1645.55,72.48
